name,Tipo2,NewCol,TypeCustom,Attack100,AttackCustom,GetDate,GetDate_Format,StringToDate,StringToTimestamp
Slugma,"",1,Only Type 1,170.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Magcargo,rock,1,Both Types,190.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Magby,"",1,Only Type 1,170.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Entei,"",1,Only Type 1,190.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Ho-Oh,flying,1,Both Types,210.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Torchic,"",1,Only Type 1,170.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Combusken,fighting,1,Both Types,185.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Blaziken,fighting,1,Both Types,230.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Numel,ground,1,Both Types,165.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Camerupt,ground,1,Both Types,245.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Torkoal,"",1,Only Type 1,185.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Chimchar,"",1,Only Type 1,158.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Monferno,fighting,1,Both Types,178.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Infernape,fighting,1,Both Types,204.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Magmortar,"",1,Only Type 1,225.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Heatran,steel,1,Both Types,230.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Tepig,"",1,Only Type 1,145.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Pignite,fighting,1,Both Types,170.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Emboar,fighting,1,Both Types,200.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Pansear,"",1,Only Type 1,153.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Simisear,"",1,Only Type 1,198.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Darumaka,"",1,Only Type 1,115.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Darmanitan,fire,1,Both Types,240.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Heatmor,"",1,Only Type 1,205.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Fennekin,"",1,Only Type 1,162.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Braixen,"",1,Only Type 1,190.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Delphox,psychic,1,Both Types,214.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Fletchinder,flying,1,Both Types,156.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Talonflame,flying,1,Both Types,174.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Litleo,normal,1,Both Types,173.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Pyroar,normal,1,Both Types,209.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Volcanion,water,1,Both Types,230.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Litten,"",1,Only Type 1,160.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Torracat,"",1,Only Type 1,180.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Incineroar,dark,1,Both Types,180.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Oricorio,flying,1,Both Types,198.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Turtonator,dragon,1,Both Types,191.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
