name,Tipo2,NewCol,TypeCustom,Attack100,AttackCustom,GetDate,GetDate_Format,StringToDate,StringToTimestamp
Cacnea,"",1,Only Type 1,185.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Cacturne,dark,1,Both Types,215.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Tropius,flying,1,Both Types,172.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Turtwig,"",1,Only Type 1,145.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Grotle,"",1,Only Type 1,155.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Torterra,ground,1,Both Types,175.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Budew,poison,1,Both Types,150.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Roserade,poison,1,Both Types,225.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Cherubi,"",1,Only Type 1,162.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Cherrim,"",1,Only Type 1,187.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Carnivine,"",1,Only Type 1,190.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Snover,ice,1,Both Types,162.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Abomasnow,ice,1,Both Types,232.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Tangrowth,"",1,Only Type 1,210.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Leafeon,"",1,Only Type 1,160.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Shaymin,grass,1,Both Types,220.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Snivy,"",1,Only Type 1,145.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Servine,"",1,Only Type 1,160.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Serperior,"",1,Only Type 1,175.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Pansage,"",1,Only Type 1,153.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Simisage,"",1,Only Type 1,198.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Cottonee,fairy,1,Both Types,137.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Whimsicott,fairy,1,Both Types,177.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Petilil,"",1,Only Type 1,170.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Lilligant,"",1,Only Type 1,210.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Maractus,"",1,Only Type 1,206.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Foongus,poison,1,Both Types,155.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Amoonguss,poison,1,Both Types,185.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Ferroseed,steel,1,Both Types,124.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Ferrothorn,steel,1,Both Types,154.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Virizion,fighting,1,Both Types,190.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Chespin,"",1,Only Type 1,148.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Quilladin,"",1,Only Type 1,156.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Chesnaught,fighting,1,Both Types,174.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Skiddo,"",1,Only Type 1,162.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Gogoat,"",1,Only Type 1,197.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Rowlet,flying,1,Both Types,150.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Dartrix,flying,1,Both Types,170.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Decidueye,ghost,1,Both Types,200.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Fomantis,"",1,Only Type 1,150.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Lurantis,"",1,Only Type 1,180.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Morelull,fairy,1,Both Types,165.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Shiinotic,fairy,1,Both Types,190.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Bounsweet,"",1,Only Type 1,130.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Steenee,"",1,Only Type 1,140.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Tsareena,"",1,Only Type 1,150.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Tapu Bulu,fairy,1,Both Types,185.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Kartana,steel,1,Both Types,159.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
