name,Tipo2,NewCol,TypeCustom,Attack100,AttackCustom,GetDate,GetDate_Format,StringToDate,StringToTimestamp
Minccino,"",1,Only Type 1,140.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Cinccino,"",1,Only Type 1,165.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Deerling,grass,1,Both Types,140.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Sawsbuck,grass,1,Both Types,160.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Bouffalant,"",1,Only Type 1,140.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Rufflet,flying,1,Both Types,137.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Braviary,flying,1,Both Types,157.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Meloetta,psychic,1,Both Types,177.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Bunnelby,"",1,Only Type 1,132.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Diggersby,ground,1,Both Types,150.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Fletchling,flying,1,Both Types,140.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Furfrou,"",1,Only Type 1,165.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Pikipek,flying,1,Both Types,130.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Trumbeak,flying,1,Both Types,140.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Toucannon,flying,1,Both Types,175.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Yungoos,"",1,Only Type 1,130.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Gumshoos,"",1,Only Type 1,155.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Stufful,fighting,1,Both Types,145.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Bewear,fighting,1,Both Types,155.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Oranguru,psychic,1,Both Types,190.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Type: Null,"",1,Only Type 1,195.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Silvally,"",1,Only Type 1,195.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Komala,"",1,Only Type 1,175.0,HEAVY,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
Drampa,dragon,1,Both Types,235.0,LIGHT,2022-04-11,11/04/22,2022-01-01,2022-01-01T06:10:00.000-06:00
